Name;Goods types;Measurement unit;Group ID;Product types;Value;Date
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3;;0.0;2018-8
POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;10.54;2019-11
HOLY CROSS;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2002-3
LUBUSZ;;PLN;2;pork ham cooked - per 1kg;17.27;2007-6
LESSER POLAND;;PLN;2;boneless beef (sirloin) - per 1kg;25.06;2018-6
SUBCARPATHIA;fresh chichen egges - per 666pcs.;PLN;3;;0.26;2007-4
GREATER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.29;2014-9
LUBUSZ;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;11.85;2003-2
LUBLIN;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.54;2016-6
HOLY CROSS;;PLN;4;bread - per 1kg;;2014-4
POMERANIA;;PLN;2;haddock fillets frozen - per 1kg;9.61;2001-6
SUBCARPATHIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.7;1999-11
HOLY CROSS;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;1999-3
SILESIA;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2015-10
POMERANIA;;PLN;2;Italian head cheese - per 1kg;10.85;2014-7
LESSER POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;0.5927710843373494;2005-4
WARMIA-MASURIA;;PLN;4;bread - per 1kg;;2018-7
LUBUSZ;;PLN;2;Italian head cheese - per 1kg;6.44;2003-4
PODLASKIE;;PLN;4;bread - per 1kg;;2011-5
LOWER SILESIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2016-4
LUBUSZ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2019-4
WARMIA-MASURIA;;PLN;2;Italian head cheese - per 1kg;5.77;2001-7
HOLY CROSS;;PLN;2;fresh non-dressed carp - per 1kg;0.0;2002-11
POLAND;;PLN;2;pork ham cooked - per 1kg;16.86;2001-11
HOLY CROSS;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.61;2004-9
WARMIA-MASURIA;;PLN;2;fresh non-dressed carp - per 1kg;;2019-6
SUBCARPATHIA;;PLN;2;fresh non-dressed carp - per 1kg;0.0;2003-2
WARMIA-MASURIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2008-4
LUBLIN;;PLN;2;Italian head cheese - per 1kg;5.48;1999-3
SILESIA;;PLN;2;haddock fillets frozen - per 1kg;13.39;2008-9
WEST POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;8.75;2001-12
LOWER SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2009-9
PODLASKIE;;PLN;4;Masurian barley groats - per 1kg;2.0;2013-3
POMERANIA;;PLN;2;beef with bone (rump steak) - per 1kg;21.41;2011-5
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1;;6.83;2019-5
ŁÓDŹ;;PLN;2;dressed chickens - per 1kg;4.43;2001-12
WEST POMERANIA;;PLN;2;salted herring, non-dressed - per 1kg;10.46;2017-7
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.05;2016-8
OPOLE;;PLN;2;Backpacker's canned pork meat - per 300 g;2.32;2000-8
LUBLIN;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.46;2018-10
LUBLIN;;PLN;2;salted herring, non-dressed - per 1kg;8.96;2014-9
LESSER POLAND;;PLN;2;dressed chickens - per 1kg;6.21;2018-1
KUYAVIA-POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.7;2010-6
WARMIA-MASURIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;15.65;2019-1
HOLY CROSS;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.84;2010-3
LUBUSZ;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.02;2001-1
GREATER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.2;2007-11
PODLASKIE;beet sugar white, bagged - per 1kg;PLN;3;;2.28;2002-2
LESSER POLAND;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2005-7
LESSER POLAND;;PLN;2;pork  meat (raw bacon) - per 1kg;10.65;2009-4
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3;;0.0;2006-12
PODLASKIE;;PLN;4;buckwheat groats roasted whole - per 1kg;4.31;2017-9
MASOVIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.8554216867469878;2018-5
SUBCARPATHIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.69;2000-6
PODLASKIE;;PLN;2;haddock fillets frozen - per 1kg;0.0;2001-8
MASOVIA;;PLN;4;bread - per 1kg;;2018-1
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.31;2017-4
KUYAVIA-POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2011-8
SUBCARPATHIA;;PLN;2;pork  meat (raw bacon) - per 1kg;12.99;2017-11
PODLASKIE;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.36;2015-7
SUBCARPATHIA;;PLN;4;bread - per 1kg;;2019-4
ŁÓDŹ;;PLN;2;pork ham cooked - per 1kg;14.4;2004-4
HOLY CROSS;;PLN;2;dressed chickens - per 1kg;4.93;2007-10
LUBLIN;;PLN;2;haddock fillets frozen - per 1kg;16.71;2014-9
HOLY CROSS;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2004-4
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.17;2018-1
PODLASKIE;white table salt bagged - per 1kg;PLN;3;;0.0;2016-2
GREATER POLAND;;PLN;2;smoked bacon with ribs - per 1kg;14.44;2012-9
POLAND;;PLN;2;Italian head cheese - per 1kg;7.46;2009-2
LUBUSZ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2018-8
SUBCARPATHIA;apple juice, boxed - per 1l;PLN;1;;0.0;1999-3
LOWER SILESIA;;PLN;2;haddock fillets frozen - per 1kg;2.14;2003-2
KUYAVIA-POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.76;2006-3
SUBCARPATHIA;;PLN;2;barley groats sausage - per 1kg;3.79;2000-5
LUBUSZ;;PLN;2;pork meat with bone (shoulder) - per 1kg;11.93;2015-11
LUBLIN;;PLN;2;Hunter's sausage dried - per 1kg;17.19;2002-11
WARMIA-MASURIA;;PLN;2;pork ham cooked - per 1kg;23.05;2017-5
OPOLE;beet sugar white, bagged - per 1kg;PLN;3;;1.73;1999-5
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;3.15;2019-12
HOLY CROSS;;PLN;2;pork ham cooked - per 1kg;16.58;2019-5
LOWER SILESIA;;PLN;2;pork belly cooked - per 1kg;17.11;2010-12
POLAND;;PLN;2;pork belly cooked - per 1kg;20.01;2019-6
SUBCARPATHIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.96;2010-5
GREATER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.82;2002-7
LUBLIN;;PLN;2;dressed chickens - per 1kg;5.44;2007-5
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.18;2000-2
WEST POMERANIA;;PLN;2;barley groats sausage - per 1kg;4.02;2006-2
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.02;2006-6
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.63;2006-12
KUYAVIA-POMERANIA;;PLN;2;barley groats sausage - per 1kg;6.65;2011-8
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;6.69;2017-4
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2001-1
LOWER SILESIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.42;2013-6
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.01;2000-1
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.8;2011-11
WARMIA-MASURIA;;PLN;2;Italian head cheese - per 1kg;9.37;2012-11
WEST POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2009-7
SILESIA;;PLN;2;pork ham cooked - per 1kg;15.14;2002-9
POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.99;2000-12
OPOLE;;PLN;2;Italian head cheese - per 1kg;6.54;2000-9
ŁÓDŹ;;PLN;2;boneless beef (sirloin) - per 1kg;27.84;2015-7
PODLASKIE;natural chocolate plain - per 1kg;PLN;3;;0.0;2015-3
GREATER POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.91;2016-9
PODLASKIE;fresh chichen egges - per 666pcs.;PLN;3;;0.27;2014-6
POLAND;;PLN;4;bread - per 1kg;;2010-12
OPOLE;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2018-6
WARMIA-MASURIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;7.72;2003-1
ŁÓDŹ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.62;2014-10
WARMIA-MASURIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2018-12
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2004-7
HOLY CROSS;;PLN;2;Italian head cheese - per 1kg;7.78;2008-5
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.89;2001-12
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.22;2013-4
HOLY CROSS;;PLN;2;dressed chickens - per 1kg;0.0;2000-2
LOWER SILESIA;;PLN;2;smoked bacon with ribs - per 1kg;13.74;2019-12
LUBLIN;;PLN;4;bread - per 1kg;;2012-8
SUBCARPATHIA;;PLN;2;Hunter's sausage dried - per 1kg;0.0;2015-12
MASOVIA;;PLN;2;pork belly cooked - per 1kg;14.57;2002-6
LUBLIN;frozen carrot and pea mix - per 1kg;EUR;1;;0.6867469879518072;2004-3
KUYAVIA-POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;23.14;2012-8
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.0;2014-4
POMERANIA;;PLN;2;Italian head cheese - per 1kg;10.35;2011-8
LUBUSZ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.93;2003-5
POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.2;2013-12
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1;;0.0;2015-4
OPOLE;beet sugar white, bagged - per 1kg;PLN;3;;1.25;2019-5
LUBUSZ;;PLN;4;Masurian barley groats - per 1kg;0.83;1999-9
WEST POMERANIA;;PLN;2;boneless beef (sirloin) - per 1kg;30.38;2012-2
POLAND;beet sugar white, bagged - per 1kg;PLN;3;;2.39;2016-6
OPOLE;;PLN;4;bread - per 1kg;;2008-6
LOWER SILESIA;;PLN;2;Hunter's sausage dried - per 1kg;20.16;2019-11
GREATER POLAND;;PLN;2;Italian head cheese - per 1kg;10.77;2019-2
WARMIA-MASURIA;;PLN;2;fresh non-dressed trout - per 1kg;12.04;2007-7
WEST POMERANIA;white table salt bagged - per 1kg;PLN;3;;0.0;2008-12
MASOVIA;;PLN;2;pork  meat (raw bacon) - per 1kg;12.73;2016-4
MASOVIA;;PLN;4;bread - per 1kg;;2012-6
HOLY CROSS;;PLN;2;pork belly cooked - per 1kg;12.57;2003-4
LUBUSZ;;PLN;4;Masurian barley groats - per 1kg;0.0;2009-10
ŁÓDŹ;;PLN;4;bread - per 1kg;;2002-4
SUBCARPATHIA;;PLN;2;smoked bacon with ribs - per 1kg;14.01;2011-3
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2016-8
SILESIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2001-1
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.09;2009-8
LUBUSZ;apple juice, boxed - per 1l;PLN;1;;0.0;2015-4
SILESIA;;PLN;2;smoked bacon with ribs - per 1kg;12.42;2010-12
PODLASKIE;;PLN;2;fresh non-dressed carp - per 1kg;;2019-9
PODLASKIE;fresh chichen egges - per 666pcs.;PLN;3;;0.27;2014-10
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2006-11
OPOLE;;PLN;2;pork ham cooked - per 1kg;22.39;2011-5
PODLASKIE;;PLN;2;pork belly cooked - per 1kg;16.12;2009-1
SUBCARPATHIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.79;2007-10
WEST POMERANIA;;PLN;4;bread - per 1kg;;2017-5
WARMIA-MASURIA;;PLN;2;Italian head cheese - per 1kg;5.54;1999-6
KUYAVIA-POMERANIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2017-10
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2011-7
LUBUSZ;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2009-6
OPOLE;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2002-12
LESSER POLAND;;PLN;2;haddock fillets frozen - per 1kg;0.0;2019-4
SILESIA;fresh chichen egges - per 666pcs.;PLN;3;;0.25;2014-11
SUBCARPATHIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.68;2000-9
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.87;2006-5
LUBLIN;;PLN;4;bread - per 1kg;;2004-4
LOWER SILESIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.16;2000-6
HOLY CROSS;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2000-8
SUBCARPATHIA;;PLN;2;pork  meat (raw bacon) - per 1kg;9.21;2006-12
HOLY CROSS;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-3
GREATER POLAND;;PLN;2;dressed chickens - per 1kg;5.18;2004-1
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1;;0.46;2019-7
LOWER SILESIA;;PLN;4;bread - per 1kg;;2001-2
LUBUSZ;;PLN;2;barley groats sausage - per 1kg;8.56;2014-8
GREATER POLAND;;PLN;4;Masurian barley groats - per 1kg;0.0;2010-7
WARMIA-MASURIA;;PLN;2;smoked bacon with ribs - per 1kg;12.5;2009-7
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2006-1
LESSER POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;20.31;2014-3
WARMIA-MASURIA;;PLN;2;haddock fillets frozen - per 1kg;7.58;2004-12
POMERANIA;;PLN;4;bread - per 1kg;;2000-4
SUBCARPATHIA;white table salt bagged - per 1kg;PLN;3;;0.0;2006-4
LUBUSZ;;PLN;2;pork belly cooked - per 1kg;14.5;2002-4
LUBLIN;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.48;2016-5
LUBLIN;apple juice, boxed - per 1l;PLN;1;;0.0;2005-3
WARMIA-MASURIA;;PLN;2;beef with bone (rump steak) - per 1kg;20.24;2009-6
LUBUSZ;;PLN;4;bread - per 1kg;;2009-8
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.54;2005-5
WEST POMERANIA;apple juice, boxed - per 1l;PLN;1;;0.0;2003-5
WARMIA-MASURIA;;PLN;2;haddock fillets frozen - per 1kg;20.02;2016-6
SUBCARPATHIA;;PLN;2;Italian head cheese - per 1kg;5.64;2000-2
ŁÓDŹ;;PLN;2;fresh non-dressed carp - per 1kg;0.0;1888-0
WARMIA-MASURIA;;PLN;2;barley groats sausage - per 1kg;3.78;2001-11
LUBLIN;apple juice, boxed - per 1l;PLN;1;;0.0;2001-2
LESSER POLAND;;PLN;2;fresh non-dressed trout - per 1kg;;2003-9
SILESIA;natural chocolate plain - per 1kg;PLN;3;;8.85;2012-6
PODLASKIE;;PLN;2;pork ham cooked - per 1kg;15.11;2003-9
LOWER SILESIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2017-10
MASOVIA;;PLN;2;pork ham cooked - per 1kg;14.85;2004-12
OPOLE;;PLN;2;dressed chickens - per 1kg;5.57;2007-9
SUBCARPATHIA;;PLN;2;dressed chickens - per 1kg;6.78;2012-9
LUBUSZ;;PLN;4;bread - per 1kg;;2008-2
OPOLE;fresh chichen egges - per 666pcs.;PLN;3;;0.29;1999-1
LESSER POLAND;apple juice, boxed - per 1l;PLN;1;;0.69;2001-6
POMERANIA;;PLN;2;barley groats sausage - per 1kg;4.2;2002-12
GREATER POLAND;;PLN;2;pork ham cooked - per 1kg;20.53;2018-2
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2011-4
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1;;1.44;2009-3
MASOVIA;;PLN;4;bread - per 1kg;;2006-10
LOWER SILESIA;;PLN;4;bread - per 1kg;;2015-1
LUBLIN;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.84;2006-3
LESSER POLAND;;PLN;2;smoked bacon with ribs - per 1kg;19.51;2018-4
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2018-10
WEST POMERANIA;;PLN;2;Italian head cheese - per 1kg;7.11;2001-12
MASOVIA;;PLN;4;buckwheat groats roasted whole - per 1kg;3.33;2009-4
LESSER POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.94;2017-12
LUBLIN;white table salt bagged - per 1kg;PLN;3;;0.0;2005-7
LUBLIN;;PLN;2;pork meat with bone (shoulder) - per 1kg;7.92;2005-9
LUBUSZ;;PLN;2;fresh non-dressed trout - per 1kg;11.29;2011-4
OPOLE;;PLN;4;Masurian barley groats - per 1kg;0.0;2013-10
SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;;2013-3
WARMIA-MASURIA;;PLN;4;bread - per 1kg;2.27;1999-3
MASOVIA;;PLN;2;Italian head cheese - per 1kg;7.52;2006-10
HOLY CROSS;;PLN;2;smoked bacon with ribs - per 1kg;14.02;2009-8
SILESIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2010-10
ŁÓDŹ;fresh chichen egges - per 666pcs.;PLN;3;;0.26;2014-6
SUBCARPATHIA;;PLN;2;Italian head cheese - per 1kg;12.2;2019-12
ŁÓDŹ;;PLN;2;smoked bacon with ribs - per 1kg;16.32;2015-4
HOLY CROSS;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.69;2017-9
POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2009-5
ŁÓDŹ;;PLN;2;barley groats sausage - per 1kg;6.22;2008-5
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2018-11
SILESIA;;PLN;4;bread - per 1kg;;2006-3
GREATER POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;16.48;2005-12
LUBUSZ;;PLN;2;Italian head cheese - per 1kg;12.09;2017-7
LUBLIN;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.85;1999-1
POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.27;2003-6
LESSER POLAND;;PLN;2;boneless beef (sirloin) - per 1kg;12.35;2001-6
SILESIA;;PLN;2;smoked bacon with ribs - per 1kg;9.47;2003-7
KUYAVIA-POMERANIA;;PLN;4;bread - per 1kg;;2017-8
SUBCARPATHIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.31;2005-9
LOWER SILESIA;;PLN;4;bread - per 1kg;;2000-6
GREATER POLAND;;PLN;2;dressed chickens - per 1kg;6.32;2015-11
HOLY CROSS;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2015-8
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;0.1;2014-6
LUBLIN;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.9;2004-11
KUYAVIA-POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.908433734939759;2008-2
SILESIA;white table salt bagged - per 1kg;PLN;3;;0.32;2010-8
LUBUSZ;;PLN;2;fresh non-dressed carp - per 1kg;;2015-5
SUBCARPATHIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2003-11
SUBCARPATHIA;;PLN;2;boneless beef (sirloin) - per 1kg;19.17;2006-3
POMERANIA;fresh chichen egges - per 666pcs.;PLN;3;;0.18;2005-9
PODLASKIE;;PLN;2;dressed chickens - per 1kg;5.23;2004-3
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.14;2003-1
ŁÓDŹ;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2001-11
GREATER POLAND;apple juice, boxed - per 1l;PLN;1;;0.0;2012-9
MASOVIA;;PLN;2;beef with bone (rump steak) - per 1kg;26.62;2018-9
MASOVIA;;PLN;4;buckwheat groats roasted whole - per 1kg;1.92;2002-6
GREATER POLAND;;PLN;2;fresh non-dressed trout - per 1kg;16.68;2018-9
SILESIA;;PLN;2;Hunter's sausage dried - per 1kg;18.53;2008-8
MASOVIA;;PLN;2;pork ham cooked - per 1kg;21.64;2012-3
WARMIA-MASURIA;;PLN;2;haddock fillets frozen - per 1kg;0.32;2019-10
POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2008-9
WARMIA-MASURIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.46506024096385534;2012-4
PODLASKIE;white table salt bagged - per 1kg;PLN;3;;0.0;2016-5
POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.27;2013-6
POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.23;2005-3
POLAND;;PLN;2;Hunter's sausage dried - per 1kg;18.43;2003-11
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2019-5
HOLY CROSS;;PLN;2;dressed chickens - per 1kg;0.0;2001-5
GREATER POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;15.13;2004-8
LUBUSZ;;PLN;2;pork meat with bone (shoulder) - per 1kg;11.23;2015-1
MASOVIA;;PLN;4;bread - per 1kg;;2003-7
ŁÓDŹ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2002-11
SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2018-12
LUBLIN;;PLN;2;Backpacker's canned pork meat - per 300 g;3.27;2003-12
SILESIA;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2003-10
LOWER SILESIA;;PLN;2;Italian head cheese - per 1kg;7.9;2009-5
HOLY CROSS;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2012-9
GREATER POLAND;;PLN;4;Masurian barley groats - per 1kg;3.59;2019-5
SILESIA;;PLN;2;pork ham cooked - per 1kg;22.15;2018-11
KUYAVIA-POMERANIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;10.69;2002-10
HOLY CROSS;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2016-7
WARMIA-MASURIA;;PLN;2;barley groats sausage - per 1kg;7.23;2012-12
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3;;14.55;2001-5
GREATER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.95;2008-2
PODLASKIE;;PLN;2;boneless beef (sirloin) - per 1kg;11.4;2001-9
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;4.24;2016-12
SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;;2007-3
PODLASKIE;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2012-10
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2004-10
POLAND;30% tomato concentrate - per 1kg;PLN;1;;6.74;1999-2
POLAND;;PLN;2;barley groats sausage - per 1kg;5.22;2007-12
MASOVIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2017-12
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2016-8
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1;;0.009638554216867469;1999-3
WEST POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;24.63;2017-7
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3;;13.68;2001-2
SUBCARPATHIA;;PLN;2;Italian head cheese - per 1kg;6.11;2006-6
PODLASKIE;;PLN;2;beef with bone (rump steak) - per 1kg;19.69;2011-4
SUBCARPATHIA;;PLN;2;beef with bone (rump steak) - per 1kg;14.26;2004-2
LESSER POLAND;;PLN;2;salted herring, non-dressed - per 1kg;1.97;2000-8
WEST POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;14.3;2014-4
WARMIA-MASURIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2014-7
PODLASKIE;;PLN;4;buckwheat groats roasted whole - per 1kg;4.06;2017-5
LUBLIN;;PLN;2;dressed chickens - per 1kg;4.95;2005-1
OPOLE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.63;2014-12
KUYAVIA-POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;22.01;2011-11
POLAND;;PLN;4;Masurian barley groats - per 1kg;1.22;2010-7
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.52;2005-3
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2016-5
WEST POMERANIA;;PLN;2;fresh non-dressed trout - per 1kg;10.87;2009-7
SILESIA;white table salt bagged - per 1kg;PLN;3;;0.0;2004-9
HOLY CROSS;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2018-3
OPOLE;;PLN;2;boneless beef (sirloin) - per 1kg;20.02;2006-11
POMERANIA;;PLN;4;bread - per 1kg;;2016-9
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;5.5;2014-2
LESSER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2019-4
WEST POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;20.93;2009-3
SILESIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2003-7
SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2016-3
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.7;2004-3
GREATER POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;1.91;2018-2
SUBCARPATHIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.47;2014-12
WEST POMERANIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2003-11
POLAND;;PLN;2;barley groats sausage - per 1kg;6.1;2010-5
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3;;2.08;2010-3
HOLY CROSS;;PLN;4;Masurian barley groats - per 1kg;1.41;2002-9
ŁÓDŹ;;PLN;2;Hunter's sausage dried - per 1kg;20.94;2013-2
PODLASKIE;fresh chichen egges - per 666pcs.;PLN;3;;0.23;2014-11
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.48;2015-1
KUYAVIA-POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;6.82;2005-5
PODLASKIE;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.96;2000-4
POLAND;;PLN;2;haddock fillets frozen - per 1kg;10.36;2009-12
WEST POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;13.97;2013-9
WARMIA-MASURIA;;PLN;2;haddock fillets frozen - per 1kg;11.92;2001-1
ŁÓDŹ;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.17;2002-2
KUYAVIA-POMERANIA;;PLN;2;fresh non-dressed carp - per 1kg;;2007-1
SUBCARPATHIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.22;2010-12
SILESIA;;PLN;2;haddock fillets frozen - per 1kg;6.66;2019-6
PODLASKIE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.94;2010-1
MASOVIA;30% tomato concentrate - per 1kg;PLN;1;;8.64;2007-8
